date,symbol,name,hash,url
2025-06-24,190A.T,CHORDIA THERAPEUTICS INC,0a39392ea85ddeeaa98463562a451979,https://i.gyazo.com/0a39392ea85ddeeaa98463562a451979.png
2025-06-24,2673.T,YUMEMITSUKETAI CO LTD,2368628c7b1d51efe490375774fef30f,https://i.gyazo.com/2368628c7b1d51efe490375774fef30f.png
2025-06-24,2930.T,KITANOTATSUJIN CORP,fd449f8b2e845302989ff5f0020ee526,https://i.gyazo.com/fd449f8b2e845302989ff5f0020ee526.png
2025-06-24,3664.T,MOBCAST HLDGS INC,2d9885c3d9e84784899038f21d709c94,https://i.gyazo.com/2d9885c3d9e84784899038f21d709c94.png
2025-06-24,3667.T,ENISH INC,bff5c921628a9d450faf1e93250e55df,https://i.gyazo.com/bff5c921628a9d450faf1e93250e55df.png
2025-06-24,3672.T,ALTPLUSINC,08d8007f16bb708d5fd9949fe3f06835,https://i.gyazo.com/08d8007f16bb708d5fd9949fe3f06835.png
2025-06-24,3760.T,CAVE INTERACTIVE CO LTD,88e7b42a28473082d7f672b920aa8c1d,https://i.gyazo.com/88e7b42a28473082d7f672b920aa8c1d.png
2025-06-24,3968.T,SEGUE GROUP CO LTD,a70c3a11a983235ce28231df8090ee91,https://i.gyazo.com/a70c3a11a983235ce28231df8090ee91.png
2025-06-24,5255.T,MONSTARLAB INC,81f4f53c86ce1083ac32b727501314d9,https://i.gyazo.com/81f4f53c86ce1083ac32b727501314d9.png
2025-06-24,5721.T,S-SCIENCE COMPANY LTD,94793b92e13c96cee2ae8da7af155e2b,https://i.gyazo.com/94793b92e13c96cee2ae8da7af155e2b.png
2025-06-24,6177.T,APPBANK INC,61ec42350f39b2587403ece2f84395af,https://i.gyazo.com/61ec42350f39b2587403ece2f84395af.png
2025-06-24,6573.T,AGILE MEDIA NETWORK INC,c9d00a45ef0ab45b6ee880d65c2f1b18,https://i.gyazo.com/c9d00a45ef0ab45b6ee880d65c2f1b18.png
2025-06-24,9227.T,MICROWAVE CHEMICAL CO LTD,b52944dca811d39a2441ef2f66e78532,https://i.gyazo.com/b52944dca811d39a2441ef2f66e78532.png
2025-06-24,9237.T,EMIMEN CO LTD,7a07a1bc539287090c661637f9d9b8fd,https://i.gyazo.com/7a07a1bc539287090c661637f9d9b8fd.png
2025-06-24,9348.T,ISPACE INC,01c81efd3d7f35337b3bcdc62c410a21,https://i.gyazo.com/01c81efd3d7f35337b3bcdc62c410a21.png
2025-06-24,9973.T,KOZO HOLDINGS CO LTD,2e72751459cba73f23952a86326812b9,https://i.gyazo.com/2e72751459cba73f23952a86326812b9.png
2025-06-24,190A.T,CHORDIA THERAPEUTICS INC,a3c4a7086d62d4e5d6fd52d6e573c3cb,https://i.gyazo.com/a3c4a7086d62d4e5d6fd52d6e573c3cb.png
2025-06-24,2673.T,YUMEMITSUKETAI CO LTD,91f5305f1c9963b81dacac1d10fdd234,https://i.gyazo.com/91f5305f1c9963b81dacac1d10fdd234.png
2025-06-24,2930.T,KITANOTATSUJIN CORP,92d42a13548a7fba44a09be2062ba98d,https://i.gyazo.com/92d42a13548a7fba44a09be2062ba98d.png
2025-06-24,3664.T,MOBCAST HLDGS INC,bf282f64b4af5c282df121cc5b0ef853,https://i.gyazo.com/bf282f64b4af5c282df121cc5b0ef853.png
2025-06-24,3667.T,ENISH INC,7b0f1847e334ed27134810dd41480609,https://i.gyazo.com/7b0f1847e334ed27134810dd41480609.png
2025-06-24,3672.T,ALTPLUSINC,01a2e980e974d1c3df4c2a8992c0213c,https://i.gyazo.com/01a2e980e974d1c3df4c2a8992c0213c.png
2025-06-24,3760.T,CAVE INTERACTIVE CO LTD,ae315bb8433d97033af012da81285771,https://i.gyazo.com/ae315bb8433d97033af012da81285771.png
2025-06-24,3968.T,SEGUE GROUP CO LTD,9f67dd4c06000015ddd5a25a957bc592,https://i.gyazo.com/9f67dd4c06000015ddd5a25a957bc592.png
2025-06-24,5255.T,MONSTARLAB INC,ec8caee8c3befd6233886969cfdd7bf1,https://i.gyazo.com/ec8caee8c3befd6233886969cfdd7bf1.png
