symbol,name,date,attention,comment,signals_buy,signals_sell,gyazo_url,image_path
3760.T,CAVE INTERACTIVE CO LTD,2025-06-25,打診買い,🔍 やや買い寄り。慎重に押し目を狙いたい場面。,押し目陽線,,https://i.gyazo.com/9370736848460b4c1f23ccb5e9ad5973.png,output/2025-06-25\chart_3760.T_CAVE INTERACTIVE CO LTD_2025-06-25.png
5255.T,MONSTARLAB INC,2025-06-25,強い買い,★ 買いタイミングが揃っています。チャンスに注目。,直近高値突破、押し目陽線、上昇トレンドライン反発、下値切り上げ継続,RSI反落（過熱から下降）,https://i.gyazo.com/6f0158b4840a1db5fe84d522394c3749.png,output/2025-06-25\chart_5255.T_MONSTARLAB INC_2025-06-25.png
9227.T,MICROWAVE CHEMICAL CO LTD,2025-06-25,打診買い,🔍 やや買い寄り。慎重に押し目を狙いたい場面。,押し目陽線,,https://i.gyazo.com/699eb7ae2748de239ee013f4ba112c1e.png,output/2025-06-25\chart_9227.T_MICROWAVE CHEMICAL CO LTD_2025-06-25.png
9237.T,EMIMEN CO LTD,2025-06-25,強い買い,★ 買いタイミングが揃っています。チャンスに注目。,直近高値突破、押し目陽線、上昇トレンドライン反発、下値切り上げ継続,,https://i.gyazo.com/83eb1fc4e540ef91ff40837c8098d8e4.png,output/2025-06-25\chart_9237.T_EMIMEN CO LTD_2025-06-25.png
9973.T,KOZO HOLDINGS CO LTD,2025-06-25,打診買い,🔍 やや買い寄り。慎重に押し目を狙いたい場面。,押し目陽線,,https://i.gyazo.com/65fc25d903cbe4d49e1521c0d05ed640.png,output/2025-06-25\chart_9973.T_KOZO HOLDINGS CO LTD_2025-06-25.png
